code,dt
SZ000627,2018-10-25
SZ000630,2018-10-25
SZ000651,2018-10-25
SZ000709,2018-10-25
SZ000723,2018-10-25
SZ000725,2018-10-25
SZ000728,2018-10-25
SZ000768,2018-10-25
SZ000776,2018-10-25
SZ000783,2018-10-25
SZ000786,2018-10-25
SZ000792,2018-10-25
SZ000826,2018-10-25
SZ000839,2018-10-25
SZ000858,2018-10-25
SZ000876,2018-10-25
SZ000895,2018-10-25
SZ000898,2018-10-25
SZ000959,2018-10-25
SZ000961,2018-10-25
SZ000963,2018-10-25
SZ000983,2018-10-25
SZ000999,2018-10-25
SZ001965,2018-10-25
SZ001979,2018-10-25
SZ002007,2018-10-25
SZ002024,2018-10-25
SZ002027,2018-10-25
SZ002044,2018-10-25
SZ002050,2018-10-25
SZ002065,2018-10-25
SZ002074,2018-10-25
SZ002081,2018-10-25
SZ002085,2018-10-25
SZ002142,2018-10-25
SZ002146,2018-10-25
SZ002153,2018-10-25
SZ002202,2018-10-25
SZ002230,2018-10-25
SZ002236,2018-10-25
SZ002241,2018-10-25
SZ002294,2018-10-25
SZ002304,2018-10-25
SZ002310,2018-10-25
SZ002352,2018-10-25
SZ002385,2018-10-25
SZ002415,2018-10-25
SZ002456,2018-10-25
SZ002460,2018-10-25
SZ002466,2018-10-25
SZ002468,2018-10-25
SZ002470,2018-10-25
SZ002475,2018-10-25
SZ002493,2018-10-25
SZ002500,2018-10-25
SZ002508,2018-10-25
SZ002555,2018-10-25
SZ002572,2018-10-25
SZ002594,2018-10-25
SZ002601,2018-10-25
SZ002603,2018-10-25
SZ002608,2018-10-25
SZ002624,2018-10-25
SZ002625,2018-10-25
SZ002673,2018-10-25
SZ002714,2018-10-25
SZ002736,2018-10-25
SZ002797,2018-10-25
SZ002925,2018-10-25
SZ300003,2018-10-25
SZ300015,2018-10-25
SZ300017,2018-10-25
SZ300024,2018-10-25
SZ300027,2018-10-25
SZ300033,2018-10-25
SZ300059,2018-10-25
SZ300070,2018-10-25
SZ300072,2018-10-25
SZ300122,2018-10-25
SZ300124,2018-10-25
SZ300136,2018-10-25
SZ300144,2018-10-25
SZ300251,2018-10-25
SZ300308,2018-10-25
SZ300408,2018-10-25
SZ300433,2018-10-25
